sep=|
|mem|iM|iF|iL|mem|iM|iF|iL|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|implicita
10|67108868|1048575|1048576|3145727|1176|30|2|63|=8,842560E+002|=8,982720E+002|=8,785230E+002|=9,100850E+002|=8,836480E+002|=8,620690E+002|=8,804750E+002|=9,083980E+002|=8,231780E+002|=8,872880E+002|=8,367720E+002|=9,043660E+002|=8,918810E+002|=8,944450E+002|=9,092090E+002|=8,684750E+002|=8,733340E+002|=8,592570E+002|=8,477720E+002|=8,799120E+002|=8,642250E+002|=9,212260E+002|=9,116630E+002|=8,888980E+002|=9,097100E+002|=8,912090E+002|=8,880070E+002|=8,481310E+002|=8,927260E+002|=8,684910E+002|=1,000000E-003
