sep=|
2603|4|11|168|2|2|7|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|
102815|16|47|312|6|2|15|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|
410063|64|191|456|10|2|23|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|
16388255|256|767|600|14|2|31|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,000|0,000|0,000|0,000|0,000|0,000|0,000|0,000|
655401023|1024|3071|744|18|2|39|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|0,001|
2621484095|4096|12287|888|22|2|47|0,008|0,009|0,008|0,008|0,009|0,008|0,009|0,008|0,008|0,009|0,009|0,009|0,009|0,009|0,008|0,008|0,008|0,008|0,008|0,010|
104858016383|16384|49151|1032|26|2|55|0,165|0,165|0,156|0,157|0,157|0,156|0,153|0,156|0,160|0,162|0,156|0,158|0,152|0,150|0,165|0,153|0,153|0,158|0,157|0,150|
419430865535|65536|196607|1176|30|2|63|2,671|2,859|2,726|2,684|2,888|2,710|2,631|2,881|2,691|2,688|2,631|2,677|2,694|2,697|2,609|2,602|2,752|2,677|2,657|2,605|
16777220262143|262144|786431|1320|34|2|71|58,421|57,080|61,992|59,824|59,563|59,698|59,247|58,229|60,499|59,997|65,319|59,095|58,604|61,611|68,893|69,856|66,580|57,265|58,771|61,407|
