sep=|
281|0,000000|-26815622184043222678496592632586930378073159681767033875361970101391024887100371319567553331387268671209962935260268942775355097903165403920879898274562048,000000
282|0,000000|0,000000
283|0,000000|0,000000
284|-0,000000|0,000000
285|-0,000000|-0,000000
286|-0,000000|0,000000
287|-0,000000|0,000000
288|-2,000000|-26815634966316111467768338939442717050819084704105773521064864445284953640344217996537616008539371278918849264774351149423430149738229170108437582084833280,000000
289|-0,000000|2,000000
290|-0,000000|0,000000
291|-0,000000|0,000000
292|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|0,000000
293|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|26815635001510395526338834006039005425799598082622823677311000527619338637524809843071286155870841434845934191120827493515623268440831416686353722504118272,000000
294|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|0,000000
295|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|0,000000
296|2,000000|-2,000001
297|2,000000|-0,000000
298|0,000000|-26815634978127904172700648763379501854192636705475258536751294766790416392275732142142064952585654453770485105678951891610577049524866483084685089427161088,000000
299|0,000000|-26815634978127904172700648763379501854192636705475258536751294766790416392275732142142064952585654453770485105678951891610577049524866483084685089427161088,000000
300|2,000000|-2,000001
301|0,000000|0,000000
302|2,000000|-2,000001
303|2,000000|-2,000001
304|-2,000000|-26815634966316111467768338939442717050819084704105773521064864445284953640344217996537616008539371278918849264774351149423430149738229170108437582084833280,000000
305|2,000000|0,000000
306|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|26815634971633387259705570732786058798388919173633233835553604483470539326235654516543466026239253321150904166059806178014659669349765103109227271233208320,000000
307|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|26815634971633387259705570732786058798388919173633233835553604483470539326235654516543466026239253321150904166059806178014659669349765103109227271233208320,000000
308|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|-2,000001
309|-0,000000|-2,000001
310|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|-2,000001
311|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|-2,000001
312|-2,000000|-26815634966316111467768338939442717050819084704105773521064864445284953640344217996537616008539371278918849264774351149423430149738229170108437582084833280,000000
313|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|-2,000001
314|0,000000|0,000000
315|0,000000|0,000000
316|-2,000000|-26815634966316111467768338939442717050819084704105773521064864445284953640344217996537616008539371278918849264774351149423430149738229170108437582084833280,000000
317|0,000000|0,000000
318|-2,000000|-26815634966316111467768338939442717050819084704105773521064864445284953640344217996537616008539371278918849264774351149423430149738229170108437582084833280,000000
319|-2,000000|-26815634966316111467768338939442717050819084704105773521064864445284953640344217996537616008539371278918849264774351149423430149738229170108437582084833280,000000
320|0,000000|-2,000001
321|0,000000|-2,000001
322|0,000000|2,000001
323|0,000000|2,000001
324|-0,000000|0,000000
325|-0,000000|2,000001
326|-0,000000|0,000000
327|-0,000000|0,000000
328|0,000000|26815634965074349954690793430381605405552809616627383508986045678668748074071727922130301478975296118331745896806017129790386190683576621646684553404743680,000000
329|-0,000000|-26815634966232293309918458296282547937271190413017625373378297522352053492866788877489753305913269691598855718330379737319021807318606327026701320350334976,000000
330|0,000000|26815634965074349954690793430381605405552809616627383508986045678668748074071727922130301478975296118331745896806017129790386190683576621646684553404743680,000000
331|0,000000|26815634965074349954690793430381605405552809616627383508986045678668748074071727922130301478975296118331745896806017129790386190683576621646684553404743680,000000
332|0,000000|26815634965074349954690793430381605405552809616627383508986045678668748074071727922130301478975296118331745896806017129790386190683576621646684553404743680,000000
333|0,000000|2,000001
334|0,000000|26815634965074349954690793430381605405552809616627383508986045678668748074071727922130301478975296118331745896806017129790386190683576621646684553404743680,000000
335|0,000000|26815634965074349954690793430381605405552809616627383508986045678668748074071727922130301478975296118331745896806017129790386190683576621646684553404743680,000000
336|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|-0,000000
337|-2,000000|-2,000001
338|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|0,000000
339|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|0,000000
340|0,000000|2,000001
341|0,000000|2,000001
342|0,000000|2,000001
343|0,000000|2,000001
344|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|-0,000000
345|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|0,000000
346|-2,000000|-26815634961900102669007720313105058181147738504135572876575215285108775557132404876736336423673180134228232394141146798759583506474367574187068881601822720,000000
347|-2,000000|-26815634961900102669007720313105058181147738504135572876575215285108775557132404876736336423673180134228232394141146798759583506474367574187068881601822720,000000
348|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|-0,000000
349|0,000000|-0,000000
350|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|-0,000000
351|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|-0,000000
352|0,000000|-2,000001
353|0,000000|-0,000000
354|0,000000|-26815634961723665952846062060769892224434574929970338386822544186128332481899672074603334533766478263412998411884432947549962990556326508178827856687661056,000000
355|0,000000|-26815634961723665952846062060769892224434574929970338386822544186128332481899672074603334533766478263412998411884432947549962990556326508178827856687661056,000000
356|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|0,000000
357|0,000000|-26815634963322796366683143431295107728906012158303993276076901785415542804259952040048062684763812724231592343468645363367881873506932982826751851698847744,000000
358|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|0,000000
359|-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|0,000000
360|0,000000|2,000001
361|0,000000|26815634962195047078263516126058029484663753543494201738950301775659404867730859903520159608626219995554927025319815826151205815329664692326857595462615040,000000
362|0,000000|-26815634963322796366683143431295107728906012158303993276076901785415542804259952040048062684763812724231592343468645363367881873506932982826751851698847744,000000
363|0,000000|-26815634963322796366683143431295107728906012158303993276076901785415542804259952040048062684763812724231592343468645363367881873506932982826751851698847744,000000
364|0,000000|2,000001
365|0,000000|-0,000000
366|0,000000|2,000001
367|0,000000|2,000001
368|0,000000|-2,000001
369|0,000000|-26815634961723665952846062060769892224434574929970338386822544186128332481899672074603334533766478263412998411884432947549962990556326508178827856687661056,000000
370|0,000000|-26815634961723665952846062060769892224434574929970338386822544186128332481899672074603334533766478263412998411884432947549962990556326508178827856687661056,000000
371|0,000000|-26815634961723665952846062060769892224434574929970338386822544186128332481899672074603334533766478263412998411884432947549962990556326508178827856687661056,000000
372|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|2,000001
373|-0,000000|-2,000001
374|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|2,000001
375|26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,000000|2,000001
376|0,000000|-2,000001
377|-0,000000|-26815634961535350482339691733198203046756145382179980962166505820595986601082122117359123857062939519208307363125216932019230402241670568834786317305905152,000000
378|0,000000|-0,000000
379|0,000000|-0,000000
380|0,000000|-2,000001
381|0,000000|-26815634963322796366683143431295107728906012158303993276076901785415542804259952040048062684763812724231592343468645363367881873506932982826751851698847744,000000
