2603;4;11;168;2;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102815;16;47;312;6;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
410063;64;191;456;10;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16388255;256;767;600;14;2;31;0;0;0;0;0;0;0;0;0;0;0,001;0;0;0;0;0;0;0;0;0
655401023;1024;3071;744;18;2;39;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001
2621484095;4096;12287;888;22;2;47;0,008;0,008;0,008;0,008;0,008;0,008;0,009;0,009;0,009;0,008;0,027;0,012;0,009;0,008;0,008;0,01;0,009;0,013;0,009;0,009
1,04858E+11;16384;49151;1032;26;2;55;0,159;0,165;0,15;0,158;0,152;0,165;0,157;0,156;0,149;0,158;0,15;0,155;0,156;0,16;0,15;0,157;0,151;0,159;0,162;0,157
4,19431E+11;65536;196607;;;;;;;;;;;;;;;;;;;;;;;;
